,carrier,sentiment,polarity,churn_likeliness,text,clf_text
19719,att verizon,pos,0.35,0,"It doesn't do you any good if you're parked next to a @verizon tower when you have @ATT service. Read the blog for some better options. #CellCoverage #Cellphone #SmartPhone #CellService @TMobile @sprint  https://t.co/SulS1mdRBi… https://t.co/iq5T2ayQbv""",it do you any good if parked next to a @verizon tower when you have @att service read the blog for some better options @tmobile
19828,att verizon,pos,0.5,1,"MAN..I have had so many problems with @ATT so I switched to Verizon. Kept my WiFi with ATT assuming they couldn’t mess that up too but multiple times this month they have. If anyone has any good recommendations for WIFI plz lmk because I will never use ATT again. Ever.""",man i have had so many problems with @att so i switched to verizon kept my wifi with att assuming they couldn t mess that up too but multiple times this month they have if anyone has any good recommendations for wifi plz lmk because i will never use att again ever
19876,att verizon,pos,0.8,0,"AT&T is bulllll Lol just google the differences between coverage areas with Verizon and AT&T and the winner is clearrrrr… https://t.co/j2lTGMM0CO""",at t is bulllll lol just google the differences between coverage areas with verizon and at t and the winner is clearrrrr
19880,att verizon,pos,0.25,1,@ChelseaJoCulver @ATT @verizon y’all got room for one more over there __ @ATT left me on read,@att @verizon y all got room for one more over there @att left me on read
19927,att verizon,neg,-0.325,0,No sure who has worse customer service... @verizon or @ATT,no sure who has worse customer service @verizon or @att
20039,att verizon,neg,-0.570833333,1,Fuck you @ATT y’all literally got the worst costumer service!!! Y’all need to get your shit together!! On to @verizon I go ____,fuck you @att y all literally got the worst costumer service y all need to get your shit together on to @verizon i go
20209,att verizon,neu,0,1,"""You can have Spotify Premium for each user"" - @ATT before I switch from @verizon ",you can have spotify premium for each user @att before i switch from @verizon you only get one account and not you are locked into a month contract @att after i switch from @verizon
,,,,,"""You only get one account and not you are locked into a 30 month contract"" - @ATT after I switch from @Verizon… https://t.co/cmKGlBC49k""",
3612,verizon tmobile,pos,0.25,1,@JohnLegere I’m still waiting on finding support to help me switch from Verizon to @TMobile.  I just need somebody willing to work with me.,i m still waiting on finding support to help me switch from verizon to @tmobile i just need somebody willing to work with me
3644,verizon tmobile,neg,-1,0,@egboty @TMobile @verizon Seriously considering it!!!!!!!!!,@tmobile @verizon seriously considering it
3656,verizon tmobile,neu,0,1,@Otii_Jason @TMobile Move up to @verizon,@tmobile move up to @verizon
3657,verizon tmobile,neu,0,0,"Starting November 12th, get @Disneyplus on us for a year with Unlimited. Then, $6.99/mo. Click here for offer details. #DisneyPlusOnVerizon""",starting november get on us for a year with unlimited then mo click here for offer details #disneyplusonverizon
3672,verizon tmobile,pos,0.4,0,@MLozada @verizon @TMobile Tmobile has been giving me free netflix for years,@verizon @tmobile tmobile has been giving me free netflix for years
3692,verizon tmobile,neu,0,0,Stick with @verizon and @sprint because @TMobile is garbage. #thieves @bbb_us,stick with @verizon and because @tmobile is garbage
3703,verizon tmobile,neu,0,0,@TMobile @JohnLegere soooooo @GetSpectrum  and @verizon are offering @disneyplus as a perk.  Any chance the T-Mobile family is gonna? ____________,@tmobile soooooo and @verizon are offering as a perk any chance the family is gonna
3764,verizon tmobile,neu,0,0,"Verizon is giving its customers 12 free months of Disney+ https://t.co/4Ac0NV3cDW by @jshieber… """,verizon is giving its customers free months of disney by
3815,verizon tmobile,neu,0,0,Soooooo @tmobile what’s up RT @VerizonNews: BREAKING: Verizon gives customers 12 months of Disney+.,soooooo @tmobile what s up rt @verizonnews breaking verizon gives customers months of disney
3846,verizon tmobile,pos,0.05,1,I wonder if i paid off the balance on my old account if @verizon would take me back because I’m kinda over @TMobile at this point,i wonder if i paid off the balance on my old account if @verizon would take me back because i m kinda over @tmobile at this point
3862,verizon tmobile,pos,0.625,0,@verizon @disneyplus Tmobile has been offering Netflix on us for more than 2 years! Make Disney+ a mainstay on Verizon!____,@verizon tmobile has been offering netflix on us for more than years make disney a mainstay on verizon
3879,verizon tmobile,neg,-1,1,@TMobile is literally the worst fkn company ever. I regret leaving @verizon,@tmobile is literally the worst fkn company ever i regret leaving @verizon
3890,verizon tmobile,pos,0.2,0,@verizon @disneyplus @TMobile @JohnLegere  what the heck I though we only have free things away #copycats,@verizon @tmobile what the heck i though we only have free things away
4147,verizon tmobile,neg,-0.155555556,0,RT @ANTONIO_LOCCO: @TMobileHelp @JohnLegere I have been down this road with you all before......Ibuse my company phone (verizon) when I'm i…,rt @tmobilehelp i have been down this road with you all before ibuse my company phone verizon when i
4198,verizon tmobile,neu,0,0,"I bet $100 that my @TMobileHelp service will not work again when PG&E shuts the power again in Nor Cal.  Thank god I have @ATT for a work phone or else I would be completely cut off.… https://t.co/0LifavAFV0""",i bet that my @tmobilehelp service will not work again when pg e shuts the power again in nor cal thank god i have @att for a work phone or else i would be completely cut off
4330,verizon tmobile,neg,-0.1375,1,@hollyspangler @USCellular @verizon @verizon sucks!,@verizon @verizon sucks waiting for @tmobilehelp to complete the buy out and done
,,,,,Waiting for @TMobileHelp to complete the @sprint buy out and I'm done.,
7781,verizon tmobile,neu,0,0,"Content is king. But distribution is key. @Quibi has @TMobile and @disneyplus has @Verizon - your move @hbomax (who could it be...); any provider up for offering these three plus @netflix and @hulu ? https://t.co/14fNaOA676""",content is king but distribution is key has @tmobile and has @verizon your move who could it be any provider up for offering these three plus and
12108,verizon tmobile,pos,0.133333333,0,"That’s who I left for Verizon __. Honestly I’ve been with them all except TMobile. Then again shit changes so fast these days... I’m thinking they’d all seem brand new to me.… https://t.co/BF6tOA6jnF""",that s who i left for verizon honestly i ve been with them all except tmobile then again shit changes so fast these days i m thinking they d all seem brand new to me
12579,verizon tmobile,pos,0.3,0,Straight up I miss working for Tmobile their systems are 100% better however I really like Verizon’s pay __,straight up i miss working for tmobile their systems are better however i really like verizon s pay
12872,verizon tmobile,neu,0,0,Why doesn't @verizon have Taco Tuesdays like @TMobile ?,why @verizon have taco tuesdays like @tmobile what about hamburger wednesdays are you listening
,,,,,What about Hamburger Wednesdays? ,
,,,,,Are you listening @BurgerKing ?,
13156,verizon tmobile,pos,0.575,1,"RT @suttera2: Not gonna lie, days like today make me even more happy that I left @verizon for @TMobile. Still to date one of the best decis…",rt not gonna lie days like today make me even more happy that i left @verizon for @tmobile still to date one of the best decis
13323,verizon tmobile,pos,0.1,0,"Shit hey @TMobile @JohnLegere Verizon just gave there customer Disney+ free for a year. Anyways we can up that and get Disney+ free annually like MLB AT Bat subscription ? Please ____________""",shit hey @tmobile verizon just gave there customer disney free for a year anyways we can up that and get disney free annually like mlb at bat subscription please
13725,verizon tmobile,neu,0,1,"Trying to convince MrRMR to change from verizon to Tmobile and he posted on FB asking for feedback on service and someone posted ""no problems unless I am using it somewhere ridiculous like camping in the woods"" which is EXACTLY why MrRMR doesnt want to change from verizon__""",trying to convince mrrmr to change from verizon to tmobile and he posted on fb asking for feedback on service and someone posted no problems unless i am using it somewhere ridiculous like camping in the woods which is exactly why mrrmr doesnt want to change from verizon
13833,verizon tmobile,pos,0.8,0,"@MLozada @verizon @TMobile Oh, Netflix lol",@verizon @tmobile oh netflix lol
13835,verizon tmobile,neg,-0.05,0,"@MLozada @verizon @TMobile Tmo does Hulu/ Amazon prime for as long as your a customer. Not just a year, just sayin",@verizon @tmobile tmo does hulu amazon prime for as long as your a customer not just a year just sayin
13851,verizon tmobile,pos,0.4,0,@MLozada @verizon @TMobile It was 2 months free in the Netherlands for everyone,@verizon @tmobile it was months free in the netherlands for everyone
13973,verizon tmobile,pos,0.2,0,@HedgeyeComm @SkylineGrow @TMobile @verizon @disneyplus @netflix @JohnLegere You are helping very much...we are loo… https://t.co/PVck05YWqp,@tmobile @verizon you are helping very much we are loo
13977,verizon tmobile,pos,0.25,0,"Would it be possible for you to carry as many choices Verizon has? What goes into you deciding from just the top 2 biggest shares of the market? Samsung / Apple ? Not carrying the pro edition of oneplus 7t pro was a mistake.  The era of the 1,000 dollar handset is a mistake.… https://t.co/4z3j0qwTbd""",would it be possible for you to carry as many choices verizon has what goes into you deciding from just the top biggest shares of the market samsung apple not carrying the pro edition of oneplus pro was a mistake the era of the dollar handset is a mistake
